Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
237,0.66617,0.66098,0.65883,0.66099,0.65962,3.30662,0.70241,70.24119,28.33458,41.24139,42.31529,51.59361,53.75273,55.44875,1300.12082,1268.70244,1298.78971,1286.6033,4.79541,2.13781,23.03694,21.37445,2.0189,49.97143
238,0.66631,0.66109,0.65897,0.66111,0.65973,3.30723,0.70242,70.24186,28.30505,41.24818,42.30998,51.59347,53.75363,55.44937,1300.13064,1268.73429,1298.71382,1286.50135,4.79551,2.14105,23.03685,21.37078,2.01955,49.95702
239,0.66643,0.66119,0.65908,0.6612,0.65982,3.30771,0.70243,70.24281,28.26237,41.24765,42.3046,51.59132,53.75486,55.44938,1300.16156,1268.78803,1298.68616,1286.43571,4.79565,2.14424,23.03675,21.36674,2.02001,49.94198
240,0.66652,0.66128,0.65916,0.66125,0.65989,3.30809,0.70244,70.244,28.20842,41.2397,42.29879,51.58693,53.75612,55.4488,1300.21966,1268.86195,1298.6882,1286.38877,4.79582,2.1472,23.03664,21.36272,2.02032,49.92749
241,0.66659,0.66135,0.65921,0.66128,0.65994,3.30833,0.70245,70.24534,28.14583,41.22635,42.29193,51.58076,53.75773,55.44801,1300.28152,1268.93725,1298.68156,1286.33421,4.79598,2.14968,23.03651,21.35888,2.02051,49.91089
242,0.66663,0.66141,0.65923,0.66128,0.65996,3.30844,0.70247,70.24672,28.07862,41.21037,42.28339,51.57346,53.76012,55.44738,1300.31568,1268.98692,1298.68099,1286.29832,4.79609,2.15151,23.03637,21.35526,2.02064,49.89132
243,0.66665,0.66144,0.65923,0.66126,0.65996,3.30846,0.70248,70.24809,28.01217,41.19394,42.27468,51.566,53.76339,55.44704,1300.31321,1269.00155,1298.71155,1286.31404,4.79613,2.15233,23.03625,21.35226,2.02075,49.87232
244,0.66666,0.66147,0.65922,0.66121,0.65995,3.30843,0.70249,70.24936,27.95257,41.17974,42.26855,51.5597,53.76724,55.44696,1300.27556,1268.98297,1298.74629,1286.35934,4.79613,2.15181,23.03617,21.34997,2.02083,49.85711
245,0.66667,0.66148,0.65922,0.66116,0.65994,3.30838,0.7025,70.25047,27.90469,41.16933,42.26639,51.555,53.77141,55.44698,1300.20665,1268.93635,1298.78205,1286.42615,4.79611,2.14981,23.03614,21.34848,2.02082,49.84741
246,0.66669,0.6615,0.65923,0.66112,0.65995,3.30838,0.70251,70.25142,27.87051,41.16281,42.2675,51.55206,53.77583,55.44721,1300.12177,1268.87456,1298.8332,1286.52455,4.79609,2.14635,23.03615,21.34796,2.02067,49.84433
247,0.66672,0.66152,0.65926,0.6611,0.65997,3.30847,0.70252,70.25215,27.84973,41.15887,42.27057,51.55106,53.78053,55.4478,1300.02962,1268.80249,1298.93553,1286.68352,4.7961,2.14204,23.0362,21.34834,2.0205,49.84763
248,0.66676,0.66154,0.65929,0.66111,0.66001,3.30862,0.70253,70.25253,27.84169,41.15715,42.27413,51.55196,53.78506,55.44854,1299.93536,1268.72212,1299.11966,1286.92758,4.79614,2.1378,23.03627,21.34976,2.02041,49.85657
249,0.6668,0.66157,0.65932,0.66114,0.66005,3.3088,0.70252,70.25248,27.84633,41.15783,42.27733,51.5552,53.7891,55.44945,1299.84296,1268.63572,1299.35832,1287.2254,4.79619,2.13426,23.03633,21.35224,2.02042,49.87037
250,0.66683,0.66162,0.65935,0.66118,0.66009,3.309,0.70252,70.25197,27.86354,41.16124,42.28009,51.56077,53.79255,55.45065,1299.75809,1268.55252,1299.57741,1287.49855,4.79623,2.13141,23.03639,21.35558,2.02045,49.88742
251,0.66684,0.66167,0.65938,0.66123,0.66014,3.3092,0.70251,70.25105,27.8934,41.16919,42.28253,51.56804,53.79513,55.452,1299.68371,1268.479,1299.73124,1287.70202,4.79627,2.12928,23.03645,21.35923,2.02048,49.9061
252,0.66685,0.66174,0.6594,0.66129,0.66017,3.30941,0.7025,70.24981,27.9361,41.18527,42.28529,51.57679,53.79665,55.4532,1299.61926,1268.41635,1299.83777,1287.85261,4.79631,2.12781,23.03648,21.36286,2.02062,49.92495
253,0.66685,0.66182,0.65941,0.66135,0.66022,3.30962,0.70248,70.24838,27.99193,41.21358,42.28847,51.58686,53.79724,55.45417,1299.57332,1268.37156,1299.90581,1287.95904,4.79639,2.12712,23.0365,21.36629,2.02097,49.94313
254,0.66686,0.66189,0.65941,0.66142,0.66025,3.30982,0.70247,70.24693,28.05879,41.25223,42.29165,51.59772,53.79692,55.45478,1299.54575,1268.34062,1299.92126,1288.00723,4.79648,2.12706,23.0365,21.36915,2.02152,49.96159
255,0.66686,0.66196,0.65939,0.6615,0.66029,3.31,0.70246,70.24562,28.12619,41.29277,42.29505,51.60848,53.79583,55.45513,1299.5344,1268.31639,1299.89535,1288.0069,4.79656,2.12725,23.03649,21.37135,2.02218,49.98075
256,0.66685,0.66202,0.65936,0.66158,0.66032,3.31017,0.70245,70.24452,28.17813,41.32637,42.29893,51.61822,53.79419,55.45529,1299.54216,1268.29921,1299.84891,1287.97318,4.79661,2.12769,23.03648,21.37291,2.02286,50.00077
257,0.66684,0.66208,0.65934,0.66166,0.66034,3.3103,0.70244,70.24365,28.20862,41.34997,42.30314,51.62638,53.79239,55.4554,1299.56809,1268.29185,1299.78252,1287.90642,4.79668,2.1285,23.03644,21.37423,2.02349,50.01875
258,0.6668,0.66212,0.6593,0.6617,0.66034,3.31032,0.70243,70.24306,28.22291,41.3617,42.30654,51.63245,53.7908,55.45561,1299.61404,1268.30618,1299.67185,1287.78256,4.79675,2.1296,23.03639,21.37527,2.02412,50.0306
259,0.66675,0.66212,0.65924,0.66172,0.66032,3.31021,0.70243,70.24276,28.22721,41.362,42.30827,51.63629,53.78964,55.45603,1299.6779,1268.34807,1299.56346,1287.65666,4.7968,2.13076,23.03634,21.37605,2.02484,50.03422
260,0.66669,0.6621,0.65917,0.6617,0.66028,3.30998,0.70243,70.24273,28.22511,41.35397,42.30841,51.63747,53.78881,55.45654,1299.75458,1268.41347,1299.509,1287.58942,4.79678,2.13193,23.03629,21.37632,2.02567,50.02933
261,0.66661,0.66205,0.65909,0.66164,0.66023,3.30967,0.70243,70.243,28.21783,41.34049,42.30713,51.63577,53.78787,55.45655,1299.81965,1268.47681,1299.49385,1287.56587,4.79672,2.13304,23.03623,21.37586,2.02661,50.01781
262,0.66651,0.66198,0.659,0.66156,0.66016,3.30926,0.70244,70.24361,28.2047,41.32276,42.30416,51.63133,53.78672,55.45568,1299.84938,1268.51475,1299.51105,1287.57581,4.79666,2.13398,23.03617,21.37478,2.02761,50.00262
263,0.66639,0.66188,0.65891,0.66146,0.66008,3.30876,0.70245,70.24456,28.18311,41.29801,42.30017,51.62459,53.78568,55.45418,1299.83708,1268.52304,1299.58209,1287.63416,4.79661,2.13447,23.03611,21.37337,2.02865,49.98684
264,0.66626,0.66175,0.65881,0.66133,0.65998,3.30817,0.70246,70.24576,28.14859,41.26452,42.29588,51.61681,53.78552,55.4527,1299.7889,1268.50573,1299.71545,1287.74775,4.79656,2.13438,23.03606,21.37154,2.0297,49.97206
265,0.66611,0.6616,0.65871,0.66118,0.65986,3.30751,0.70247,70.24704,28.09761,41.22515,42.29202,51.60934,53.78666,55.45174,1299.71905,1268.47006,1299.88371,1287.88892,4.79651,2.13408,23.03605,21.36943,2.0307,49.95793
266,0.66595,0.66143,0.6586,0.66102,0.65974,3.30678,0.70248,70.2483,28.03611,41.18526,42.2882,51.60284,53.7891,55.45155,1299.64212,1268.42476,1300.0223,1287.99867,4.79648,2.13392,23.03606,21.36756,2.03152,49.94259
267,0.66579,0.66124,0.65849,0.66085,0.65961,3.30601,0.70249,70.24944,27.97699,41.15005,42.28397,51.59689,53.7924,55.45198,1299.56887,1268.37879,1300.08432,1288.03291,4.79646,2.13393,23.03609,21.36583,2.03211,49.92504
268,0.66563,0.66105,0.65838,0.66068,0.65948,3.30526,0.70251,70.25044,27.92682,41.12354,42.27929,51.59112,53.79595,55.45282,1299.50645,1268.34335,1300.1053,1288.03064,4.79644,2.1337,23.03612,21.36403,2.03253,49.90539
269,0.66548,0.66087,0.65828,0.66054,0.65935,3.30457,0.70251,70.25124,27.88583,41.10735,42.27431,51.58544,53.79894,55.45369,1299.45932,1268.32374,1300.15292,1288.06603,4.79643,2.13314,23.03612,21.36208,2.03287,49.8853
270,0.66534,0.66071,0.65819,0.66042,0.65924,3.30396,0.70252,70.25171,27.85404,41.10011,42.26947,51.58019,53.80102,55.45415,1299.42598,1268.31718,1300.2275,1288.13654,4.79643,2.1321,23.03611,21.36001,2.03323,49.86882
271,0.66522,0.66058,0.65812,0.66032,0.65913,3.30343,0.70252,70.25175,27.83313,41.099,42.26486,51.5757,53.80216,55.45391,1299.41131,1268.31961,1300.27219,1288.17803,4.79644,2.13061,23.03612,21.35814,2.0335,49.86019
272,0.66513,0.66049,0.65806,0.66025,0.65903,3.30299,0.70252,70.25137,27.82464,41.10215,42.26144,51.57231,53.80242,55.45313,1299.40541,1268.31307,1300.27081,1288.16558,4.79642,2.12863,23.03618,21.35644,2.03352,49.86109
273,0.66506,0.66043,0.65801,0.6602,0.65894,3.30267,0.70251,70.25064,27.82944,41.10866,42.26107,51.57086,53.80219,55.45232,1299.40297,1268.29222,1300.22622,1288.09756,4.79638,2.12652,23.0363,21.35495,2.03321,49.87046
274,0.66502,0.6604,0.65797,0.66017,0.65886,3.30244,0.7025,70.24965,27.84663,41.12,42.26431,51.57217,53.80153,55.45164,1299.40939,1268.26936,1300.12641,1287.96464,4.79633,2.12456,23.03644,21.35383,2.03265,49.88483
275,0.665,0.6604,0.65793,0.66016,0.65881,3.3023,0.70249,70.24849,27.87584,41.1383,42.27068,51.57645,53.80033,55.45105,1299.43259,1268.25801,1299.97224,1287.77011,4.79628,2.12251,23.03659,21.35333,2.032,49.90225
276,0.66501,0.6604,0.6579,0.66018,0.65877,3.30226,0.70247,70.24723,27.91678,41.16334,42.27917,51.58294,53.79824,55.45036,1299.47873,1268.26683,1299.76844,1287.52128,4.79626,2.12033,23.03674,21.35308,2.0314,49.92295
277,0.66505,0.66042,0.65789,0.66023,0.65875,3.30234,0.70246,70.24586,27.96771,41.19286,42.28838,51.59054,53.7952,55.44958,1299.53831,1268.28859,1299.55561,1287.26552,4.79625,2.11816,23.03686,21.35285,2.03085,49.94652
278,0.66511,0.66046,0.65791,0.66029,0.65875,3.30253,0.70244,70.24442,28.02496,41.22246,42.29709,51.59805,53.79126,55.44867,1299.59961,1268.31199,1299.37564,1287.04778,4.79629,2.11587,23.03696,21.35269,2.03029,49.97096
279,0.66518,0.66052,0.65793,0.66037,0.65877,3.30278,0.70243,70.24304,28.08011,41.24756,42.30473,51.60481,53.78677,55.44763,1299.6671,1268.34142,1299.26644,1286.90336,4.79637,2.11327,23.03704,21.35273,2.02971,49.99392
280,0.66526,0.66058,0.65795,0.66043,0.6588,3.30302,0.70242,70.24187,28.12291,41.26545,42.31142,51.61023,53.78223,55.44657,1299.75825,1268.39533,1299.27082,1286.8727,4.79648,2.11047,23.0371,21.35307,2.02912,50.01436
281,0.66531,0.66063,0.65795,0.66048,0.65883,3.3032,0.70241,70.24092,28.15066,41.27714,42.31789,51.61409,53.77783,55.44547,1299.87712,1268.48145,1299.35568,1286.92357,4.79659,2.10788,23.03718,21.35346,2.02855,50.03279
282,0.66535,0.66066,0.65793,0.66051,0.65884,3.30327,0.7024,70.24022,28.1684,41.28453,42.32468,51.61673,53.77378,55.44431,1300.00315,1268.5866,1299.46279,1287.00242,4.79668,2.10586,23.03725,21.35361,2.02799,50.04921
283,0.66535,0.66067,0.65786,0.66051,0.65884,3.30318,0.7024,70.23982,28.18005,41.28891,42.3322,51.61803,53.76977,55.4431,1300.12435,1268.69961,1299.5213,1287.03931,4.79677,2.1046,23.0373,21.35364,2.0275,50.06145
284,0.66532,0.66064,0.65776,0.66047,0.6588,3.30295,0.7024,70.23975,28.18613,41.29044,42.33949,51.6175,53.76576,55.44209,1300.23275,1268.80902,1299.51949,1287.02193,4.79683,2.10414,23.03729,21.35379,2.02706,50.06835
285,0.66527,0.66059,0.65765,0.6604,0.65875,3.30259,0.7024,70.24004,28.18567,41.28936,42.34544,51.61518,53.76214,55.44156,1300.32747,1268.90904,1299.51438,1287.00935,4.79687,2.10411,23.03725,21.35368,2.02673,50.06921
286,0.66519,0.66051,0.65752,0.66031,0.65868,3.30215,0.70241,70.24071,28.1776,41.28616,42.34842,51.61172,53.75974,55.44204,1300.40449,1268.99498,1299.56068,1287.06459,4.79689,2.10407,23.03719,21.35315,2.02651,50.06266
287,0.66509,0.66042,0.65738,0.66021,0.65861,3.30165,0.70242,70.2417,28.16047,41.27964,42.34741,51.60721,53.75906,55.44346,1300.46396,1269.06349,1299.67248,1287.20845,4.79688,2.10394,23.0371,21.35202,2.02647,50.05058
288,0.66497,0.66032,0.65725,0.66011,0.65854,3.30111,0.70243,70.24289,28.13137,41.26782,42.34292,51.60141,53.75993,55.44515,1300.51427,1269.11657,1299.81366,1287.40414,4.79687,2.10355,23.03701,21.35036,2.02661,50.0354
289,0.66484,0.66022,0.65711,0.66,0.65846,3.30055,0.70244,70.24422,28.08753,41.25001,42.33601,51.59477,53.76183,55.44644,1300.56603,1269.16422,1299.9483,1287.60322,4.79684,2.10298,23.03692,21.34841,2.02681,50.01776
290,0.66471,0.66013,0.65697,0.65989,0.65838,3.29999,0.70246,70.24555,28.03214,41.22881,42.32802,51.58824,53.76429,55.44711,1300.62143,1269.21335,1300.06483,1287.78239,4.79679,2.10272,23.03683,21.34637,2.02702,49.99784
291,0.66458,0.66004,0.65683,0.65979,0.65828,3.29944,0.70247,70.24675,27.97635,41.20733,42.31954,51.58266,53.76711,55.44736,1300.66945,1269.26153,1300.11147,1287.87866,4.79673,2.10323,23.03674,21.34464,2.02721,49.97582
292,0.66445,0.65996,0.65672,0.65971,0.65817,3.29891,0.70248,70.24775,27.92786,41.18796,42.31031,51.57803,53.76983,55.44741,1300.68428,1269.28609,1300.04376,1287.84198,4.79666,2.10466,23.03665,21.34372,2.02741,49.95279
293,0.66432,0.65989,0.65662,0.65962,0.65806,3.29843,0.70249,70.24848,27.88837,41.17207,42.30043,51.57424,53.77228,55.44759,1300.63794,1269.25603,1299.86582,1287.67393,4.79661,2.10701,23.03657,21.3434,2.02761,49.93147
294,0.66421,0.65982,0.65655,0.65955,0.65796,3.29801,0.70249,70.24893,27.85768,41.16048,42.29025,51.57187,53.77465,55.44807,1300.5266,1269.16908,1299.60962,1287.41034,4.79656,2.11008,23.0365,21.34319,2.02774,49.91277
295,0.66412,0.65976,0.6565,0.65949,0.65789,3.2977,0.70249,70.24916,27.83489,41.15273,42.27969,51.57127,53.77727,55.44893,1300.3842,1269.05498,1299.32896,1287.11207,4.79654,2.11325,23.03644,21.34284,2.0278,49.89649
296,0.66407,0.65972,0.65648,0.65946,0.65784,3.29751,0.70249,70.24916,27.81993,41.14768,42.26961,51.57214,53.78011,55.45007,1300.24505,1268.93937,1299.09789,1286.85901,4.79656,2.11589,23.0364,21.34229,2.02781,49.88279
297,0.66404,0.65968,0.6565,0.65945,0.65783,3.29746,0.70249,70.24895,27.81336,41.1457,42.26096,51.57404,53.78296,55.45142,1300.13368,1268.84237,1298.96518,1286.70239,4.79662,2.11796,23.03639,21.34155,2.02778,49.87246
298,0.66405,0.65967,0.65655,0.65947,0.65784,3.29755,0.70249,70.24853,27.81439,41.14725,42.25414,51.57667,53.78542,55.45266,1300.06473,1268.77997,1298.92703,1286.64119,4.7967,2.11953,23.0364,21.34093,2.02772,49.8662
299,0.66407,0.65968,0.65663,0.6595,0.65786,3.29773,0.70248,70.24786,27.82272,41.1531,42.24949,51.58002,53.78709,55.45363,1300.04521,1268.76487,1298.93392,1286.63092,4.79677,2.12058,23.03642,21.34089,2.02764,49.86457
300,0.66411,0.6597,0.65673,0.65953,0.65787,3.29795,0.70247,70.24694,27.83847,41.16329,42.24656,51.58396,53.78783,55.45475,1300.06693,1268.79415,1298.94558,1286.63272,4.79683,2.12083,23.03646,21.34155,2.02749,49.86532
301,0.66417,0.65974,0.65683,0.65954,0.65789,3.29819,0.70246,70.2458,27.86165,41.1766,42.24476,51.58808,53.78741,55.45634,1300.1114,1268.84308,1298.91291,1286.59353,4.79687,2.1205,23.03648,21.34274,2.02725,49.86605
302,0.66425,0.65979,0.65693,0.65955,0.65792,3.29846,0.70245,70.24454,27.89234,41.19262,42.2437,51.5921,53.78587,55.45837,1300.1523,1268.88071,1298.85082,1286.53349,4.7969,2.11953,23.03648,21.34413,2.027,49.86714
303,0.66435,0.65984,0.65702,0.65957,0.65795,3.29876,0.70243,70.24337,27.92666,41.20915,42.24324,51.59532,53.78325,55.46038,1300.1762,1268.88965,1298.81297,1286.51158,4.79692,2.11757,23.03647,21.34522,2.0268,49.86996
304,0.66446,0.65989,0.6571,0.6596,0.658,3.29908,0.70243,70.24253,27.95164,41.22117,42.24287,51.59693,53.77997,55.46209,1300.18097,1268.86923,1298.82229,1286.55291,4.79694,2.11485,23.03646,21.34568,2.02664,49.87489
305,0.66456,0.65994,0.65716,0.65963,0.65805,3.2994,0.70242,70.2421,27.96453,41.22431,42.24244,51.5965,53.77648,55.46314,1300.19186,1268.84315,1298.91089,1286.68723,4.79697,2.11163,23.03645,21.34536,2.02651,49.88251
306,0.66466,0.65998,0.65719,0.65964,0.65809,3.29963,0.70242,70.24202,27.97336,41.21726,42.24226,51.5943,53.77281,55.46312,1300.24036,1268.84506,1299.0868,1286.91735,4.79699,2.108,23.03644,21.34461,2.02639,49.89241
307,0.66473,0.66001,0.65719,0.65963,0.65811,3.29976,0.70242,70.24215,27.98257,41.2008,42.24188,51.59066,53.76886,55.46191,1300.32976,1268.88016,1299.32668,1287.2096,4.79701,2.10426,23.03641,21.34383,2.02629,49.90361
308,0.66478,0.66003,0.65717,0.65959,0.65809,3.29976,0.70243,70.24239,27.99315,41.17673,42.24099,51.58522,53.76462,55.45975,1300.42481,1268.92042,1299.57136,1287.49709,4.79701,2.10103,23.03636,21.34326,2.02622,49.91577
309,0.66479,0.66002,0.65712,0.65953,0.65805,3.29961,0.70243,70.24273,28.00507,41.14735,42.23897,51.5778,53.76045,55.45717,1300.4851,1268.93741,1299.75597,1287.71327,4.79698,2.09842,23.03628,21.34274,2.02619,49.92738
310,0.66477,0.65999,0.65702,0.65945,0.65798,3.2993,0.70243,70.24317,28.01769,41.11553,42.23593,51.56928,53.75676,55.45457,1300.50026,1268.9277,1299.82337,1287.8022,4.79692,2.09657,23.03619,21.34203,2.02619,49.9371
311,0.66472,0.65991,0.65687,0.65936,0.65789,3.29883,0.70244,70.24379,28.02872,41.0826,42.2323,51.56037,53.75376,55.45197,1300.49016,1268.90707,1299.77977,1287.77216,4.79684,2.09556,23.0361,21.34061,2.02622,49.94494
312,0.66464,0.6598,0.6567,0.65927,0.65777,3.29825,0.70245,70.24461,28.03282,41.04622,42.22831,51.5517,53.75192,55.44943,1300.47236,1268.88917,1299.6891,1287.68381,4.79674,2.09523,23.03601,21.3384,2.02627,49.95124
313,0.66453,0.65967,0.65652,0.65917,0.65763,3.29757,0.70246,70.24558,28.02571,41.00565,42.22404,51.54363,53.75152,55.44722,1300.45077,1268.87891,1299.61727,1287.60237,4.79666,2.09553,23.03595,21.33573,2.02635,49.95606
314,0.66438,0.65951,0.65632,0.65906,0.65748,3.2968,0.70247,70.24663,28.01386,40.9653,42.22081,51.53713,53.7525,55.44554,1300.427,1268.87887,1299.62514,1287.59686,4.79659,2.09644,23.03592,21.33342,2.0265,49.95963
315,0.6642,0.65936,0.65613,0.65893,0.6573,3.29594,0.70248,70.24764,28.00468,40.93045,42.21979,51.53294,53.75464,55.44435,1300.40713,1268.89381,1299.72672,1287.68794,4.79652,2.09767,23.03592,21.33223,2.02672,49.96268
316,0.66399,0.65921,0.65593,0.65877,0.6571,3.29502,0.70249,70.24846,27.99651,40.90377,42.22107,51.53118,53.75765,55.4435,1300.403,1268.93222,1299.86001,1287.81417,4.79645,2.09874,23.03595,21.33242,2.0271,49.96511
317,0.66378,0.65906,0.65573,0.65861,0.65688,3.29406,0.70249,70.24901,27.98788,40.88648,42.22381,51.53183,53.76137,55.44305,1300.40211,1268.97932,1299.9428,1287.89119,4.7964,2.09978,23.03599,21.3337,2.02768,49.9661
318,0.66357,0.65892,0.65555,0.65845,0.65665,3.2931,0.70249,70.24923,27.97929,40.88017,42.22757,51.5349,53.76571,55.44314,1300.37962,1269.00486,1299.93664,1287.87865,4.79638,2.10096,23.03603,21.33534,2.0285,49.9648
319,0.66337,0.65877,0.65537,0.65831,0.65644,3.29221,0.70249,70.24911,27.97273,40.88484,42.23247,51.53973,53.77028,55.44355,1300.32239,1268.99028,1299.81133,1287.74128,4.79637,2.10246,23.03606,21.33683,2.02949,49.96224
320,0.66319,0.65863,0.65523,0.6582,0.65625,3.29143,0.70249,70.24872,27.97083,40.89851,42.23777,51.54543,53.7745,55.44414,1300.24379,1268.94941,1299.58447,1287.49798,4.79637,2.10404,23.03607,21.33826,2.03052,49.95903
321,0.66304,0.65849,0.65511,0.65812,0.65609,3.29076,0.70248,70.24817,27.97483,40.91696,42.24311,51.55154,53.77777,55.44499,1300.15721,1268.89747,1299.30192,1287.19648,4.79636,2.10529,23.03608,21.33963,2.03137,49.95566
322,0.6629,0.65837,0.65503,0.65806,0.65596,3.29021,0.70248,70.2475,27.98296,40.93662,42.24848,51.55811,53.77989,55.44613,1300.06914,1268.84345,1299.01174,1286.88586,4.79635,2.106,23.0361,21.34081,2.03196,49.95213
323,0.66277,0.65827,0.65496,0.658,0.65585,3.28975,0.70247,70.24669,27.994,40.95775,42.25384,51.5644,53.78049,55.44699,1299.98447,1268.78993,1298.78239,1286.6395,4.79635,2.10612,23.03615,21.34164,2.03239,49.94945
324,0.66267,0.65819,0.65492,0.65795,0.65576,3.2894,0.70246,70.24573,28.00897,40.98172,42.25955,51.5699,53.77913,55.44714,1299.89705,1268.72769,1298.62069,1286.46502,4.79637,2.1055,23.03621,21.34195,2.03272,49.94902
325,0.6626,0.65814,0.65489,0.65792,0.6557,3.28918,0.70245,70.2447,28.03172,41.0096,42.26506,51.57492,53.77588,55.4467,1299.81166,1268.65899,1298.48247,1286.31296,4.7964,2.10457,23.03628,21.34174,2.03293,49.95069
326,0.66257,0.65811,0.65489,0.65791,0.65567,3.2891,0.70244,70.24368,28.06399,41.04156,42.27017,51.57986,53.77125,55.44618,1299.73139,1268.59375,1298.33707,1286.1454,4.79642,2.10398,23.03637,21.34116,2.03303,49.9529
327,0.66257,0.65811,0.6549,0.65791,0.65567,3.28915,0.70243,70.24273,28.09702,41.07537,42.27382,51.5842,53.7662,55.44606,1299.66051,1268.53993,1298.18276,1285.96128,4.79644,2.10374,23.03646,21.34015,2.03307,49.95422
328,0.66258,0.65812,0.65492,0.65793,0.65569,3.28929,0.70242,70.2419,28.12007,41.10752,42.27556,51.58678,53.7616,55.44629,1299.61209,1268.50699,1298.0168,1285.76025,4.79645,2.10376,23.03655,21.33862,2.03313,49.95384
329,0.6626,0.65814,0.65494,0.65794,0.65573,3.28946,0.70241,70.24129,28.13339,41.13487,42.27561,51.58692,53.75751,55.44649,1299.59402,1268.49988,1297.88706,1285.59593,4.79647,2.10396,23.03664,21.33667,2.03325,49.95164
330,0.66258,0.65815,0.65495,0.65793,0.65576,3.28956,0.70241,70.24095,28.14148,41.15679,42.27452,51.58454,53.75318,55.44632,1299.60113,1268.51357,1297.83854,1285.52279,4.79648,2.10389,23.03673,21.3345,2.03347,49.94858
331,0.66248,0.65812,0.65491,0.65787,0.65578,3.28945,0.70241,70.24094,28.14669,41.17411,42.27354,51.58004,53.74839,55.44597,1299.63957,1268.55282,1297.86313,1285.53502,4.79648,2.10361,23.0368,21.33252,2.0338,49.94583
332,0.66232,0.65805,0.65482,0.65776,0.65573,3.28903,0.70241,70.24127,28.14988,41.18728,42.27378,51.57428,53.74379,55.44555,1299.71275,1268.61481,1297.94809,1285.61968,4.79648,2.10326,23.03687,21.33097,2.03425,49.94445
333,0.66212,0.65793,0.65468,0.6576,0.65559,3.28829,0.70242,70.24184,28.15196,41.19641,42.27526,51.56851,53.74029,55.44536,1299.79855,1268.68287,1298.05595,1285.73651,4.79648,2.10263,23.03692,21.32971,2.0348,49.94352
334,0.66191,0.65778,0.65451,0.65741,0.6554,3.28732,0.70243,70.24251,28.15204,41.20331,42.27706,51.56373,53.73834,55.44547,1299.88664,1268.75227,1298.14717,1285.84037,4.79647,2.10223,23.03696,21.32864,2.0354,49.9413
335,0.66171,0.65761,0.65431,0.65719,0.65518,3.2863,0.70243,70.24322,28.14576,41.20779,42.27863,51.56046,53.73821,55.44602,1299.96183,1268.8137,1298.23127,1285.93539,4.79643,2.10259,23.03699,21.32808,2.03597,49.93749
336,0.66153,0.65745,0.65411,0.65697,0.65498,3.28531,0.70244,70.24397,28.12596,41.20881,42.27993,51.55829,53.73999,55.44681,1300.01788,1268.86148,1298.29948,1286.01179,4.79637,2.10363,23.03699,21.32803,2.03644,49.93259
337,0.66135,0.65728,0.65391,0.65675,0.65479,3.28435,0.70245,70.2448,28.08938,41.20544,42.28056,51.55652,53.74344,55.44754,1300.06085,1268.89796,1298.33451,1286.05444,4.79633,2.10468,23.03698,21.32845,2.03688,49.9272
338,0.66116,0.65711,0.65371,0.65654,0.65461,3.2834,0.70246,70.24572,28.04576,41.19784,42.281,51.5552,53.74792,55.44831,1300.1073,1268.93291,1298.36175,1286.0915,4.7963,2.10505,23.03697,21.32919,2.03734,49.92187
339,0.66095,0.65692,0.6535,0.65634,0.65443,3.28239,0.70247,70.24656,28.00689,41.18724,42.282,51.55489,53.75284,55.44936,1300.15692,1268.96222,1298.39121,1286.1328,4.79629,2.10432,23.03697,21.32984,2.03784,49.91737
340,0.66075,0.65673,0.65331,0.65617,0.65421,3.28135,0.70247,70.24715,27.97706,41.1759,42.28366,51.55603,53.75816,55.4507,1300.204,1268.97931,1298.41127,1286.16804,4.79631,2.10304,23.03697,21.33008,2.03827,49.91378
341,0.6606,0.65658,0.65316,0.65606,0.65398,3.28038,0.70247,70.2473,27.95641,41.1653,42.2859,51.55899,53.76392,55.45237,1300.23431,1268.97692,1298.40969,1286.18569,4.79632,2.10189,23.03696,21.3297,2.03847,49.91123
342,0.66055,0.6565,0.65307,0.65603,0.65378,3.27963,0.70247,70.24682,27.9454,41.15585,42.289,51.56378,53.76925,55.45434,1300.24577,1268.95649,1298.37087,1286.16412,4.79632,2.10121,23.03694,21.32909,2.03825,49.9093
343,0.66062,0.65654,0.65304,0.65607,0.65366,3.27932,0.70246,70.24542,27.94503,41.14833,42.29243,51.56986,53.77276,55.45633,1300.23564,1268.91762,1298.29128,1286.09357,4.79629,2.10141,23.03692,21.32876,2.03752,49.90773
344,0.66082,0.65672,0.65313,0.65623,0.65375,3.27974,0.70243,70.243,27.95591,41.14472,42.29583,51.57628,53.77391,55.45827,1300.18936,1268.85199,1298.18594,1285.99003,4.79624,2.10231,23.03693,21.32891,2.03637,49.90639
345,0.66117,0.65701,0.65337,0.65648,0.65407,3.28103,0.7024,70.23961,27.97766,41.14691,42.29883,51.58153,53.77284,55.45976,1300.11126,1268.76598,1298.06177,1285.8676,4.79621,2.10352,23.03694,21.32948,2.03507,49.90721
346,0.66158,0.65735,0.65371,0.6568,0.65452,3.2829,0.70236,70.23528,28.00847,41.15526,42.30202,51.58475,53.77003,55.4604,1300.02689,1268.68289,1297.92954,1285.74027,4.7962,2.10461,23.03696,21.33029,2.03396,49.91121
