Time,U1,U2,U3,U4,U5,Utot,J,I,TinH2,ToutH2,TinAIR,ToutAIR,TinWAT,ToutWAT,PinAIR,PoutAIR,PoutH2,PinH2,DinH2,DoutH2,DinAIR,DoutAIR,DWAT,HrAIRFC
268,0.65216,0.64749,0.64558,0.64514,0.63688,3.22716,0.7007,70.06944,25.00014,38.30086,43.18155,51.36921,53.75287,55.45002,1300.2277,1267.59664,1300.13666,1287.15933,4.79371,2.11141,23.03552,21.30512,1.97309,52.20777
269,0.65214,0.64766,0.64575,0.64528,0.6369,3.22769,0.7007,70.06964,25.01269,38.25634,43.19201,51.38681,53.76602,55.463,1299.88459,1267.41053,1300.96563,1288.05424,4.79356,2.11286,23.03571,21.2934,1.97319,52.18614
270,0.65204,0.64775,0.64585,0.64539,0.63687,3.22798,0.7007,70.06967,25.03336,38.24517,43.20322,51.40214,53.77623,55.47107,1299.79884,1267.52852,1301.97576,1289.12094,4.7934,2.11414,23.0359,21.28202,1.97364,52.18792
271,0.65192,0.64777,0.64585,0.6455,0.63681,3.22792,0.7007,70.06978,25.05524,38.26386,43.21106,51.409,53.77983,55.47189,1300.11317,1267.9697,1302.76383,1289.98319,4.79328,2.113,23.03599,21.27974,1.97535,52.20044
272,0.65184,0.64774,0.64576,0.64563,0.63678,3.22768,0.7007,70.07034,25.07546,38.30653,43.21821,51.40783,53.77785,55.46765,1300.33241,1268.20937,1302.76731,1290.06329,4.79329,2.11008,23.03603,21.28227,1.97769,52.22019
273,0.65177,0.64768,0.6456,0.64567,0.63674,3.22736,0.70071,70.07109,25.09945,38.34982,43.22698,51.4046,53.77626,55.4633,1300.33856,1268.22237,1301.96648,1289.3001,4.79341,2.10737,23.03605,21.28328,1.97955,52.23718
274,0.65182,0.64761,0.64546,0.64565,0.63672,3.22719,0.70072,70.07207,25.12408,38.36998,43.231,51.3997,53.77661,55.46101,1300.34879,1268.21148,1300.93493,1288.28453,4.79352,2.1062,23.03607,21.28428,1.98155,52.24202
275,0.65199,0.64757,0.64536,0.64561,0.63675,3.22724,0.70074,70.07357,25.14029,38.3675,43.22496,51.38504,53.77505,55.45854,1300.30868,1268.11797,1299.93342,1287.32154,4.79368,2.10603,23.03599,21.28741,1.98416,52.23153
276,0.6522,0.64753,0.64531,0.6456,0.63676,3.2273,0.70076,70.07569,25.14662,38.34582,43.21781,51.35925,53.76625,55.453,1300.10053,1267.82053,1298.93455,1286.38438,4.79378,2.10824,23.03591,21.28831,1.98672,52.22479
277,0.65237,0.6475,0.64527,0.6456,0.63669,3.22725,0.70078,70.07798,25.1457,38.30467,43.2157,51.33679,53.75602,55.44895,1299.68137,1267.33288,1298.30526,1285.85469,4.79376,2.10994,23.03588,21.28298,1.98778,52.22601
278,0.65249,0.64744,0.6452,0.64561,0.63654,3.22708,0.7008,70.08029,25.13365,38.24888,43.21648,51.32173,53.74797,55.44932,1299.39952,1267.12598,1298.33471,1285.97583,4.79364,2.10755,23.0359,21.28073,1.98738,52.23313
279,0.6525,0.64739,0.64518,0.64561,0.6364,3.22688,0.70083,70.0826,25.10149,38.18756,43.21507,51.30696,53.74273,55.45165,1299.40997,1267.22128,1298.90895,1286.65226,4.79354,2.10211,23.03593,21.28253,1.98707,52.23145
280,0.65238,0.64731,0.64517,0.64561,0.63626,3.22646,0.70084,70.08373,25.05936,38.13192,43.21514,51.29378,53.73823,55.45258,1299.62062,1267.42485,1299.50908,1287.34865,4.79339,2.09656,23.03599,21.28608,1.98756,52.22895
281,0.65217,0.64718,0.64513,0.64549,0.6361,3.22567,0.70084,70.08367,25.04234,38.09182,43.21698,51.29335,53.73714,55.45376,1299.85634,1267.62229,1299.74393,1287.60478,4.79329,2.09119,23.03597,21.28936,1.988,52.22623
282,0.65198,0.64705,0.64509,0.6453,0.63591,3.22488,0.70083,70.0832,25.03966,38.06613,43.22541,51.31357,53.74024,55.45685,1300.13355,1267.89316,1299.67005,1287.48448,4.79333,2.08694,23.03577,21.29018,1.98809,52.22614
283,0.65185,0.647,0.64508,0.6452,0.6358,3.22466,0.70082,70.08218,25.03701,38.04411,43.23627,51.33922,53.74805,55.46044,1300.45133,1268.17669,1299.59691,1287.33282,4.79349,2.08529,23.03557,21.29193,1.98818,52.22497
284,0.65175,0.64701,0.64512,0.64519,0.6358,3.22468,0.7008,70.08042,25.03841,38.04269,43.24382,51.35924,53.75396,55.46013,1300.63376,1268.2321,1299.50287,1287.10221,4.79353,2.08552,23.03552,21.29156,1.98852,52.22722
285,0.65171,0.64704,0.6452,0.64517,0.63581,3.2247,0.70078,70.07826,25.053,38.08517,43.24232,51.38032,53.7553,55.45718,1300.62691,1268.08167,1299.43933,1286.92819,4.79349,2.08826,23.03554,21.28817,1.98828,52.2296
286,0.65178,0.64709,0.64525,0.6452,0.63574,3.22486,0.70077,70.07696,25.07001,38.15648,43.23755,51.40194,53.75439,55.45451,1300.63553,1268.04577,1299.32943,1286.71988,4.79351,2.09227,23.03563,21.28439,1.98767,52.23635
287,0.65192,0.64719,0.64526,0.64533,0.63579,3.22554,0.70076,70.07603,25.07387,38.22659,43.23436,51.41546,53.75357,55.45197,1300.72264,1268.11076,1299.31754,1286.65902,4.79348,2.09361,23.03589,21.28162,1.98712,52.24771
288,0.65204,0.6473,0.6453,0.64557,0.63599,3.22633,0.70076,70.07563,25.07093,38.27404,43.22818,51.41469,53.75002,55.44836,1300.73491,1268.07565,1299.44492,1286.79919,4.7932,2.09336,23.03621,21.2786,1.98678,52.25878
289,0.65206,0.64731,0.64542,0.64577,0.6361,3.22676,0.70076,70.07549,25.06328,38.30138,43.21485,51.40203,53.74209,55.44315,1300.72455,1268.03969,1299.67582,1287.07871,4.7937,2.09242,23.03647,21.27616,1.98626,52.26893
290,0.65201,0.64724,0.64562,0.64587,0.6361,3.22692,0.70076,70.07563,25.05584,38.30974,43.19841,51.39084,53.73399,55.43899,1300.78029,1268.12415,1300.06669,1287.5314,4.79407,2.09126,23.03668,21.27383,1.98552,52.27012
291,0.65191,0.64716,0.64578,0.64587,0.63601,3.22682,0.70076,70.07584,25.05101,38.29963,43.19342,51.38405,53.72842,55.43522,1300.90206,1268.31798,1300.70293,1288.26188,4.79435,2.0904,23.03678,21.27265,1.9849,52.26916
292,0.65174,0.64705,0.64584,0.64576,0.63587,3.22638,0.70076,70.07605,25.04828,38.27181,43.1969,51.3771,53.72354,55.43051,1300.91914,1268.47571,1301.35291,1289.00957,4.79476,2.08973,23.03689,21.27289,1.98384,52.2726
293,0.65153,0.64698,0.64588,0.64561,0.63577,3.22577,0.70076,70.07607,25.04718,38.23594,43.19934,51.37312,53.71673,55.42511,1300.87461,1268.51315,1301.98546,1289.69686,4.79531,2.08967,23.03698,21.27205,1.98228,52.27986
294,0.65146,0.64704,0.64598,0.64553,0.63575,3.22549,0.70076,70.07599,25.04842,38.21199,43.19795,51.37631,53.71389,55.42276,1300.87474,1268.51579,1302.50537,1290.20853,4.79494,2.09089,23.03703,21.26952,1.98145,52.27528
295,0.65154,0.6472,0.64596,0.64554,0.63577,3.22558,0.70076,70.0756,25.05375,38.21972,43.19988,51.388,53.71997,55.42468,1300.98713,1268.59625,1302.54211,1290.22711,4.79462,2.09216,23.03703,21.26724,1.98198,52.26604
296,0.65165,0.64737,0.64578,0.64561,0.63578,3.22566,0.70075,70.07449,25.06475,38.25211,43.2073,51.40429,53.73352,55.42915,1301.05883,1268.64872,1302.07633,1289.71392,4.79442,2.09171,23.03687,21.26683,1.98364,52.2666
297,0.65173,0.6475,0.6457,0.64577,0.63586,3.22591,0.70073,70.07277,25.07947,38.28805,43.20785,51.4192,53.74624,55.43133,1301.02419,1268.58927,1301.40398,1288.94162,4.79428,2.09008,23.03661,21.26919,1.98577,52.27395
298,0.65175,0.6476,0.64576,0.64598,0.63594,3.2263,0.70071,70.0711,25.09505,38.31918,43.19692,51.4269,53.75353,55.43216,1300.89342,1268.41183,1300.7508,1288.18787,4.79419,2.08859,23.03635,21.27318,1.98779,52.28059
299,0.65179,0.64766,0.64585,0.64613,0.63598,3.22671,0.7007,70.07021,25.11148,38.36701,43.18862,51.42795,53.75548,55.43278,1300.77791,1268.25366,1300.39798,1287.75948,4.79427,2.08683,23.03602,21.28036,1.99005,52.28643
300,0.65176,0.64765,0.64579,0.64618,0.63596,3.22676,0.7007,70.06983,25.12235,38.4303,43.18714,51.4293,53.75255,55.43045,1300.75939,1268.23017,1300.25946,1287.55399,4.79442,2.08573,23.0357,21.29126,1.99108,52.30007
301,0.65159,0.64757,0.64568,0.64617,0.63593,3.22644,0.7007,70.06968,25.13265,38.4894,43.18902,51.43169,53.74715,55.42755,1300.7593,1268.21489,1300.19793,1287.4256,4.79433,2.08585,23.03553,21.30386,1.9903,52.31683
302,0.65142,0.64751,0.64558,0.64615,0.63595,3.22605,0.7007,70.06976,25.14459,38.53048,43.18954,51.43137,53.74108,55.4269,1300.74344,1268.11635,1300.07775,1287.26636,4.79402,2.08631,23.0355,21.31336,1.98891,52.32841
303,0.65124,0.64742,0.64537,0.64604,0.63592,3.2254,0.7007,70.07013,25.15146,38.56604,43.19185,51.42969,53.73617,55.4295,1300.5987,1267.94617,1299.92248,1287.12737,4.79385,2.08596,23.03553,21.31627,1.98777,52.33084
304,0.65108,0.64728,0.64515,0.64582,0.63574,3.22459,0.7007,70.07024,25.15213,38.61123,43.20252,51.43262,53.73188,55.43198,1300.43771,1267.84283,1299.68696,1286.94513,4.79411,2.08372,23.03557,21.31609,1.98669,52.33379
305,0.65098,0.64713,0.645,0.6456,0.63554,3.22394,0.7007,70.0701,25.1542,38.6591,43.21071,51.4392,53.72903,55.43485,1300.36451,1267.84906,1299.57877,1286.92187,4.79425,2.0809,23.03566,21.31261,1.98529,52.32194
306,0.65088,0.64696,0.64495,0.64536,0.63538,3.2232,0.7007,70.06989,25.15133,38.64322,43.21073,51.44497,53.72359,55.43993,1300.21402,1267.8127,1299.4261,1286.88848,4.7942,2.08085,23.03582,21.30491,1.98363,52.29602
307,0.65083,0.6468,0.64501,0.64515,0.63524,3.22255,0.7007,70.06967,25.13631,38.61677,43.20666,51.44652,53.71582,55.4457,1299.97565,1267.6745,1299.47328,1287.06911,4.79445,2.08434,23.03595,21.29478,1.98256,52.26618
308,0.65092,0.64664,0.64507,0.64498,0.6351,3.22207,0.70069,70.0694,25.12154,38.59094,43.20402,51.4417,53.70345,55.44309,1299.7758,1267.53163,1299.48953,1287.12582,4.7949,2.08954,23.03596,21.28504,1.98174,52.2543
309,0.65105,0.64655,0.64514,0.64491,0.63507,3.22214,0.70069,70.06929,25.10951,38.5582,43.20257,51.43362,53.69292,55.43575,1299.76146,1267.44623,1299.6383,1287.22215,4.79519,2.09147,23.03586,21.27863,1.9812,52.24305
310,0.65121,0.64655,0.64522,0.64488,0.63518,3.22236,0.70069,70.06936,25.1001,38.52197,43.20255,51.42963,53.69318,55.43318,1299.85308,1267.40862,1299.79844,1287.31707,4.79515,2.08983,23.03574,21.27433,1.98148,52.22272
311,0.65139,0.64655,0.64541,0.64484,0.63534,3.22271,0.70069,70.0691,25.09381,38.49842,43.20029,51.42785,53.70277,55.43413,1300.0015,1267.42514,1299.80434,1287.26868,4.79498,2.08533,23.03568,21.27185,1.98231,52.20169
312,0.65156,0.64659,0.64564,0.64488,0.63548,3.22325,0.70069,70.0685,25.09387,38.49449,43.19662,51.42576,53.7158,55.43325,1300.1273,1267.42551,1299.52638,1286.92677,4.79476,2.08281,23.03561,21.27404,1.98329,52.18649
313,0.65173,0.64667,0.64586,0.64495,0.63554,3.22412,0.70068,70.06831,25.09244,38.48909,43.19292,51.41838,53.72884,55.43085,1300.19309,1267.36876,1299.54503,1286.86523,4.79465,2.08079,23.03559,21.2796,1.9845,52.17835
314,0.65179,0.6467,0.64611,0.64492,0.63551,3.22501,0.70069,70.06875,25.08675,38.48636,43.19342,51.41376,53.73639,55.43187,1300.09671,1267.23012,1299.87612,1287.16773,4.79446,2.07958,23.03577,21.28834,1.98497,52.17578
315,0.65179,0.64666,0.64635,0.64493,0.6354,3.2254,0.70069,70.06916,25.07833,38.48611,43.19223,51.41563,53.74038,55.43671,1299.97551,1267.14221,1300.30609,1287.60254,4.79405,2.08285,23.03607,21.29805,1.98431,52.17021
316,0.6518,0.64658,0.64651,0.64507,0.63528,3.22561,0.7007,70.06938,25.06708,38.47434,43.18952,51.41573,53.73903,55.43878,1299.87497,1267.128,1300.84942,1288.1164,4.79377,2.09036,23.03643,21.3071,1.98313,52.16493
317,0.65182,0.64655,0.64645,0.64528,0.63512,3.2257,0.7007,70.06957,25.05384,38.455,43.19235,51.41039,53.73074,55.43571,1299.8365,1267.17367,1301.50645,1288.71067,4.79371,2.09688,23.03664,21.31603,1.98215,52.16186
318,0.6518,0.64653,0.64625,0.64531,0.63492,3.22539,0.7007,70.06974,25.04157,38.43651,43.20154,51.4072,53.72288,55.42924,1299.78002,1267.21554,1301.86663,1289.01706,4.79373,2.09867,23.0367,21.32122,1.98253,52.16849
319,0.65177,0.64647,0.64605,0.6452,0.63478,3.22475,0.7007,70.06952,25.03398,38.42188,43.21098,51.41193,53.72255,55.42576,1299.82734,1267.38181,1301.64448,1288.79206,4.79386,2.09592,23.03671,21.32102,1.98364,52.17656
320,0.65176,0.64643,0.64589,0.64507,0.63473,3.22414,0.70069,70.06909,25.02804,38.41326,43.21314,51.42393,53.72417,55.42275,1300.057,1267.73581,1300.90096,1288.03209,4.79398,2.09199,23.03668,21.31685,1.98497,52.17552
321,0.65176,0.64645,0.64576,0.64491,0.63474,3.2238,0.70069,70.06879,25.02128,38.39851,43.21229,51.43132,53.72268,55.4166,1300.34519,1268.11031,1300.16409,1287.24707,4.79409,2.08853,23.0366,21.30961,1.98679,52.18327
322,0.6517,0.64648,0.64563,0.6447,0.63471,3.22343,0.70069,70.06869,25.01458,38.38348,43.20961,51.43652,53.71946,55.40914,1300.47211,1268.26518,1299.50347,1286.58484,4.79422,2.08524,23.03649,21.3019,1.98878,52.20721
323,0.65159,0.64644,0.64553,0.64453,0.63466,3.223,0.70069,70.06879,25.00881,38.3664,43.20136,51.44383,53.7185,55.40724,1300.37544,1268.16181,1298.9078,1285.95888,4.7943,2.08332,23.0364,21.29346,1.98989,52.22607
324,0.65148,0.64638,0.64546,0.64443,0.63466,3.22271,0.70069,70.06906,25.00453,38.33904,43.19524,51.44605,53.71844,55.41047,1300.24522,1268.01531,1298.91808,1285.86942,4.79446,2.08363,23.03635,21.28385,1.9903,52.24129
325,0.6514,0.64636,0.64536,0.64447,0.63466,3.22268,0.7007,70.06955,25.00075,38.3051,43.19667,51.43623,53.71883,55.41454,1300.28644,1267.99081,1299.44821,1286.27991,4.79461,2.08684,23.03629,21.27561,1.98978,52.2543
326,0.65137,0.64633,0.64524,0.64454,0.63462,3.22263,0.7007,70.07006,24.99633,38.27698,43.20166,51.42083,53.71889,55.41739,1300.32861,1267.91682,1300.18406,1286.88893,4.79466,2.09136,23.03627,21.2706,1.9894,52.26745
327,0.6514,0.64624,0.64511,0.64464,0.63457,3.22264,0.7007,70.07032,24.99201,38.25555,43.20118,51.4102,53.72544,55.42659,1300.47772,1267.93449,1300.88396,1287.45403,4.79455,2.09593,23.03636,21.26886,1.98929,52.26831
328,0.65142,0.64614,0.64495,0.64469,0.63453,3.2228,0.70071,70.07064,24.98649,38.24337,43.19827,51.40302,53.73582,55.43927,1300.75404,1268.10957,1301.19132,1287.65845,4.79456,2.10003,23.03643,21.26938,1.98883,52.26622
329,0.65143,0.64606,0.64484,0.64473,0.6345,3.22296,0.70071,70.07079,24.98056,38.23947,43.19943,51.39937,53.74021,55.44446,1300.98758,1268.30686,1301.20739,1287.66041,4.79462,2.10177,23.0365,21.27272,1.98814,52.27266
330,0.65137,0.64601,0.64478,0.64475,0.63443,3.22274,0.70071,70.07058,24.97075,38.22964,43.19845,51.39484,53.73569,55.43761,1301.12035,1268.48049,1301.49146,1288.01145,4.79463,2.09956,23.03657,21.27694,1.98752,52.28076
331,0.65129,0.64594,0.64478,0.6447,0.63434,3.22234,0.7007,70.07047,24.95519,38.20344,43.19126,51.39213,53.72687,55.42783,1301.072,1268.56406,1301.81527,1288.40893,4.7946,2.09608,23.0366,21.28236,1.98611,52.28354
332,0.65111,0.64584,0.64474,0.64458,0.63425,3.22173,0.70071,70.07051,24.9373,38.16866,43.18739,51.38834,53.71318,55.41642,1300.82791,1268.52066,1302.1771,1288.88475,4.79475,2.0938,23.0365,21.28713,1.98423,52.29181
333,0.65092,0.64579,0.64471,0.64447,0.63414,3.22112,0.70071,70.071,24.92013,38.12695,43.19148,51.38194,53.69892,55.40463,1300.4315,1268.32403,1302.62993,1289.49408,4.79477,2.0929,23.03628,21.28967,1.98314,52.29873
334,0.65076,0.64575,0.64471,0.64433,0.63401,3.22026,0.70072,70.07171,24.90344,38.09507,43.1998,51.37393,53.68398,55.39254,1299.94725,1267.98291,1303.11262,1290.08779,4.79467,2.09342,23.03609,21.2878,1.98337,52.29406
335,0.65059,0.6457,0.64469,0.64409,0.63385,3.21941,0.70072,70.07202,24.88713,38.07602,43.20682,51.36762,53.67366,55.38853,1299.60811,1267.70984,1303.18711,1290.24628,4.79457,2.09846,23.03602,21.2845,1.98437,52.27956
336,0.65041,0.64569,0.64463,0.64385,0.63368,3.21882,0.70072,70.07192,24.87315,38.06439,43.20982,51.36226,53.66923,55.39183,1299.53485,1267.60347,1302.66106,1289.78617,4.79449,2.10621,23.036,21.28114,1.9855,52.25262
337,0.65028,0.64573,0.64461,0.64374,0.63356,3.21847,0.70071,70.07159,24.86373,38.06416,43.21553,51.3623,53.66865,55.40013,1299.55653,1267.53417,1301.98742,1289.20466,4.79452,2.1107,23.03603,21.27863,1.98597,52.21891
338,0.65019,0.64579,0.64458,0.64373,0.63347,3.2182,0.70071,70.07103,24.85534,38.07289,43.21439,51.36428,53.67405,55.40965,1299.66377,1267.54558,1301.30062,1288.67013,4.79469,2.10942,23.03607,21.27681,1.98575,52.17964
339,0.6501,0.64588,0.64454,0.64378,0.63342,3.21803,0.7007,70.07024,24.84572,38.07654,43.535,51.36711,53.6824,55.41709,1299.91731,1267.70437,1300.77448,1288.29129,4.79487,2.10437,23.03612,21.27641,1.98553,52.14461
340,0.65001,0.64597,0.64458,0.64404,0.63341,3.21799,0.70069,70.06977,24.84222,38.06959,44.04329,51.36678,53.68695,55.41903,1300.24243,1267.90447,1300.54316,1288.13763,4.79511,2.10355,23.03619,21.27878,1.98577,52.11133
341,0.65095,0.64599,0.64582,0.64477,0.63355,3.21827,0.70071,70.07153,24.86822,38.04544,44.4494,51.36447,53.69258,55.4195,1300.50634,1268.03207,1300.58855,1288.2138,4.79528,2.10445,23.03616,21.28082,1.98682,52.11901
342,0.65245,0.64716,0.64712,0.64592,0.63484,3.22579,0.70054,70.05542,24.90614,38.00504,44.88294,51.36095,53.70292,55.42376,1300.66237,1268.08338,1300.86059,1288.45842,4.79517,2.10336,23.03603,21.27943,1.9888,52.18513
343,0.65331,0.64817,0.64802,0.64667,0.6359,3.2307,0.70042,70.04281,24.94429,37.9474,45.32023,51.35261,53.71213,55.42555,1300.67189,1268.00099,1301.00417,1288.58884,4.79499,2.1033,23.03596,21.27782,1.99283,52.24586
344,0.65421,0.64878,0.64903,0.64731,0.63664,3.23403,0.70036,70.03629,24.99597,37.89446,45.69638,51.34338,53.72012,55.4256,1300.57956,1267.77435,1300.73185,1288.28292,4.79482,2.10829,23.03597,21.2779,1.99902,52.30491
345,0.65577,0.64995,0.6507,0.64836,0.63783,3.24177,0.70019,70.02096,25.05633,37.86939,45.96607,51.336,53.72571,55.42737,1300.37655,1267.43015,1300.23517,1287.71185,4.79472,2.11423,23.036,21.27712,2.00473,52.37117
346,0.65626,0.65131,0.65051,0.64931,0.6392,3.24681,0.70011,70.01044,25.1118,37.85295,46.21475,51.32565,53.72615,55.42784,1300.16913,1267.1721,1299.66847,1287.10482,4.7946,2.11458,23.03598,21.27738,2.0075,52.43662
347,0.65571,0.65052,0.64973,0.64867,0.6387,3.2434,0.70017,70.01664,25.13985,37.83455,46.50615,51.3134,53.71999,55.42161,1299.98084,1266.9968,1299.02126,1286.45391,4.79454,2.11262,23.03599,21.2792,2.00805,52.44546
348,0.65506,0.6498,0.64893,0.64803,0.63812,3.23996,0.70022,70.02201,25.1522,37.82383,46.6442,51.30152,53.70732,55.40755,1299.73196,1266.74054,1298.41351,1285.78091,4.7945,2.11181,23.03607,21.28446,2.00583,52.44688
349,0.65448,0.64919,0.64823,0.64747,0.63749,3.23683,0.70025,70.02476,25.1653,37.85097,46.61408,51.29536,53.69405,55.39179,1299.53329,1266.54038,1298.15525,1285.45403,4.79446,2.1105,23.0361,21.28804,2.00421,52.44773
350,0.65397,0.64865,0.64763,0.64697,0.63691,3.23409,0.70025,70.0252,25.17066,37.89418,46.58872,51.29281,53.68409,55.38238,1299.51783,1266.56676,1298.52159,1285.78618,4.79438,2.10768,23.03606,21.28776,2.00665,52.43981
351,0.6535,0.64813,0.64713,0.64653,0.63647,3.23166,0.70024,70.0244,25.17082,37.9246,46.57572,51.2924,53.67989,55.37931,1299.65868,1266.75885,1298.87474,1286.0562,4.79428,2.10547,23.03601,21.28526,2.00892,52.43519
352,0.65315,0.64768,0.64675,0.64615,0.63613,3.2297,0.70023,70.0236,25.17261,37.94962,46.56329,51.29684,53.68631,55.38323,1299.84572,1266.97793,1298.95075,1286.06548,4.79417,2.10509,23.03601,21.2842,2.0123,52.43874
353,0.65299,0.64736,0.64648,0.6458,0.63583,3.22826,0.70022,70.02263,25.18088,37.9862,46.55663,51.30724,53.70123,55.39286,1299.9166,1267.06515,1298.94906,1286.05794,4.79416,2.1052,23.03601,21.28227,2.0192,52.45404
354,0.65294,0.64717,0.64635,0.64556,0.63559,3.22738,0.70021,70.02126,25.19671,38.03074,46.55719,51.31912,53.71118,55.40103,1299.95454,1267.13933,1299.10351,1286.26011,4.79422,2.10527,23.03595,21.27981,2.02935,52.47745
355,0.65292,0.64703,0.64624,0.64539,0.63546,3.22681,0.7002,70.02036,25.20929,38.05717,46.55925,51.32806,53.71756,55.41129,1300.03206,1267.21764,1299.01826,1286.14879,4.79437,2.10767,23.03589,21.27683,2.03863,52.51703
356,0.65288,0.64692,0.64611,0.64528,0.63541,3.22641,0.7002,70.01991,25.2148,38.0556,46.556,51.33291,53.72385,55.4224,1299.98364,1267.09448,1298.51947,1285.53961,4.79446,2.11283,23.03586,21.27537,2.04501,52.52718
357,0.65287,0.64689,0.64606,0.64518,0.63533,3.22619,0.70019,70.01924,25.22271,38.05671,46.54364,51.33924,53.72786,55.42903,1299.75497,1266.79977,1298.13884,1285.09144,4.79466,2.11719,23.03585,21.27492,2.04886,52.51271
358,0.65286,0.64695,0.64611,0.64515,0.63523,3.22616,0.70018,70.01817,25.23858,38.06623,46.53205,51.3475,53.72667,55.42885,1299.46591,1266.53115,1298.19823,1285.14517,4.79492,2.11798,23.03582,21.27597,2.0522,52.50924
359,0.65278,0.64702,0.64612,0.64519,0.63515,3.22614,0.70018,70.01832,25.24936,38.06972,46.52843,51.35136,53.72604,55.42851,1299.37268,1266.46099,1298.32591,1285.29073,4.79503,2.11614,23.03583,21.27725,2.05489,52.51668
360,0.65267,0.64706,0.64613,0.64523,0.63513,3.22615,0.7002,70.02014,25.25056,38.06903,46.52713,51.34988,53.73329,55.43393,1299.58082,1266.64956,1298.41063,1285.41462,4.79483,2.11393,23.03594,21.281,2.05655,52.50553
361,0.65261,0.64707,0.64615,0.64521,0.63511,3.22613,0.70023,70.02317,25.24876,38.08127,46.53469,51.34499,53.7442,55.44309,1299.81104,1266.86797,1298.42793,1285.48932,4.79445,2.11168,23.03605,21.28622,2.0564,52.5175
362,0.65251,0.64707,0.64619,0.64518,0.63507,3.22602,0.70028,70.02749,25.24581,38.11636,46.54754,51.33518,53.74781,55.44946,1299.9197,1267.00706,1298.53809,1285.68525,4.79413,2.10985,23.03602,21.28948,2.05451,52.53666
363,0.65239,0.64707,0.64615,0.64517,0.63504,3.22582,0.70032,70.03207,25.23955,38.15805,46.56244,51.31869,53.74646,55.45553,1300.13573,1267.20834,1298.78274,1285.99554,4.79389,2.10882,23.03591,21.29075,2.05134,52.54105
364,0.65226,0.64699,0.64599,0.64509,0.63502,3.22532,0.70036,70.0363,25.22765,38.17401,46.58091,51.29611,53.74418,55.46303,1300.32637,1267.31501,1299.00818,1286.24363,4.79373,2.10986,23.03583,21.2916,2.04766,52.53834
365,0.65214,0.64684,0.64576,0.64484,0.6349,3.22444,0.70039,70.03924,25.21962,38.18131,46.59631,51.27739,53.73748,55.46685,1300.28249,1267.21287,1299.05701,1286.28765,4.7938,2.11305,23.03583,21.29135,2.04297,52.50397
366,0.65199,0.64661,0.64552,0.64447,0.63468,3.22323,0.70041,70.04123,25.21607,38.1931,46.60022,51.26994,53.73241,55.46667,1299.92657,1266.85155,1299.11883,1286.33565,4.79402,2.11643,23.03587,21.29159,2.0394,52.43929
367,0.65177,0.6463,0.64519,0.64406,0.63443,3.22168,0.70043,70.04304,25.22011,38.19965,46.59405,51.27127,53.73204,55.46661,1299.43663,1266.36972,1299.1931,1286.38529,4.79432,2.11856,23.03599,21.29065,2.03626,52.38185
368,0.65149,0.64597,0.64481,0.64367,0.63413,3.21995,0.70043,70.04282,25.22827,38.19231,46.58241,51.28947,53.7324,55.46345,1298.99718,1265.97236,1299.22918,1286.40231,4.79463,2.11928,23.03613,21.28854,2.03475,52.33786
369,0.65122,0.64566,0.64443,0.64333,0.63374,3.21825,0.70042,70.04218,25.24014,38.1854,46.56623,51.31383,53.72985,55.45461,1298.74187,1265.83515,1299.16223,1286.36023,4.79484,2.11931,23.03628,21.28587,2.0322,52.32502
370,0.65098,0.6454,0.64413,0.64304,0.63336,3.21681,0.70043,70.04272,25.26227,38.1673,46.53947,51.33559,53.72572,55.44492,1298.72096,1265.94873,1299.15294,1286.42234,4.79493,2.11936,23.03636,21.28235,2.02935,52.32004
371,0.65078,0.64521,0.64397,0.64289,0.6331,3.21586,0.70045,70.04469,25.28816,38.15481,46.50611,51.35485,53.72907,55.43846,1298.901,1266.20376,1299.47382,1286.77999,4.79492,2.11969,23.03636,21.27906,2.02707,52.34039
372,0.65067,0.64506,0.64392,0.64286,0.63297,3.21534,0.70047,70.04709,25.32119,38.15576,46.4764,51.37435,53.73759,55.43399,1299.25201,1266.57961,1299.92927,1287.24401,4.79488,2.11939,23.03629,21.27581,2.02483,52.39461
373,0.65067,0.64494,0.64396,0.64286,0.63291,3.21521,0.70049,70.04894,25.35404,38.16737,46.45521,51.39263,53.74208,55.4272,1299.6989,1267.02669,1300.11853,1287.45783,4.79476,2.11849,23.03622,21.27152,2.02262,52.44478
374,0.65078,0.64489,0.64409,0.64286,0.63292,3.21545,0.70051,70.05069,25.39904,38.18603,46.44468,51.40543,53.75105,55.42313,1300.18528,1267.51477,1300.20841,1287.58536,4.79465,2.11733,23.03619,21.26843,2.02213,52.47946
375,0.6509,0.64488,0.64428,0.64283,0.63299,3.21583,0.70052,70.05233,25.44855,38.22967,46.44514,51.41735,53.76902,55.42636,1300.34277,1267.69433,1300.38439,1287.7764,4.7946,2.11587,23.0362,21.26736,2.02806,52.53429
376,0.65094,0.64489,0.64446,0.64285,0.6331,3.21623,0.70054,70.05369,25.49129,38.29741,46.45197,51.43334,53.78227,55.43511,1300.26248,1267.63739,1300.43433,1287.75126,4.79461,2.11349,23.0362,21.26717,2.03527,52.59283
377,0.65094,0.64494,0.6446,0.64293,0.63316,3.21661,0.70054,70.05414,25.52154,38.35886,46.4512,51.44448,53.78444,55.44109,1300.13006,1267.55242,1300.08741,1287.34659,4.79484,2.11139,23.0362,21.26711,2.03853,52.62075
